district,rera_id,project_name,promoter_name,location_pin_code,location_lat_long,project_status,proposed_date_of_completion,revised_proposed_date_of_completion,extended_date_of_completion,project_type,project_area_(sqmts),recreational_open_space,sanctioned_fsi,date_last_modified,cases_count,complaints_count,number_of_appartments,number_of_booked_appartments,number_of_plots,area_of_plot(in_sqmts),number_of_plots_booked_/_alloted_/_sold,number_of_basements,number_of_plinth,number_of_podiums,number_of_sanctioned_floors,number_of_stilts,total_no__of_open_parking_as_per_sanctioned_plan_(4-wheeler+2-wheeler),number_of_closed_parking
Nagpur,P50500014681,Bloomdale Row House 8 37 to 42,Mahindra Bebanco Developers Limited,441108,"('19.111864100000000','72.879028200000000')",New Project,01/30/2022,,,Residential,927.99,104.59,788.61,04/20/2023,3.0,,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,9.0,0.0
Nagpur,P50500014610,DATTAKRUPA APPARTMENT,SATISH AJABRAO WANKHEDE,440015,"('16.713690500000000','74.232605800000000')",New Project,12/31/2019,,,Residential,510.84,0.0,663.3,12/09/2017,,,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Nagpur,P50500015511,NARENDRA HEIGHTS,CONCRETE DEVELOPERS,440015,"('18.566386400000000','73.831644100000000')",New Project,02/28/2022,,,Residential,2941.65,588.34,7572.2,08/09/2021,,,120.0,69.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,2.0,23.0,40.0
Nagpur,P50500014757,SAITAJ ARCADE,Dr RAvindra Balaji Govindwar,440009,"('18.391087300000000','74.034418800000000')",New Project,09/30/2020,,,Others,433.6,0.0,496.0,12/22/2018,,,19.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,6.0,1.0
Nagpur,P50500014716,SHREE CHANDRIKA MANSION,SACHIN ASHOK KHARE,440022,"('21.120384000000000','79.062353000000000')",New Project,03/31/2019,,,Others,738.7,0.0,743.32,08/07/2018,,,1623.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0
Nagpur,P50500014787,The Willows 2,Luxora Infrastructure Private Limited,440034,"('21.080199700000000','79.120277200000000')",New Project,09/30/2020,,,Plots,26009.48,1635.0,0.0,01/12/2021,,,,,83.0,808.8,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500014852,INDU RESIDENCY,SURESH KHIMJIBHAI BORSANIYA,440013,"('21.185593443705210','79.051635882452050')",New Project,06/30/2022,,,Residential,1175.72,0.0,1822.0,04/21/2023,,,18.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0
Nagpur,P50500015166,OM AADITYA APARTMENT,SUDHIR BABURAO KALE,441111,"('21.212743000000000','79.058528000000000')",New Project,12/31/2019,,,Residential,950.0,0.0,1130.0,08/07/2020,,,18.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0
Nagpur,P50500014915,SHREE GAJANAN VIHAR,Shri Gajanan Builders & Developers,440027,"('21.095752000000000','79.107699000000000')",New Project,12/30/2022,,,Residential,1045.41,0.0,1355.52,01/04/2018,,,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0
Nagpur,P50500015383,JAMTHA GALAXY,ASHTAVINAYAK DEVELOPERS,441122,"('19.285519600000001','72.869296700000007')",New Project,03/30/2023,,03/29/2024,Residential,11063.0,0.0,0.0,11/22/2023,,,220.0,137.0,0.0,0.0,0.0,0.0,5.0,0.0,14.0,0.0,745.0,0.0
Nagpur,P50500015376,PALM CITY,ASHTAVINAYAK PLANNERS & DEVELOPERS PVT.LTD.,440022,"('21.380037200000000','79.321910099999997')",New Project,03/30/2023,,03/29/2024,Residential,27876.0,0.0,0.0,11/22/2023,,16.0,207.0,161.0,0.0,0.0,0.0,0.0,10.0,0.0,16.0,2.0,944.0,2.0
Nagpur,P50500015522,KARTIK PLAZA,SUBHASH YUVRAJ MANMODE,440030,"('19.201050200000001','72.978535300000004')",New Project,09/30/2019,,,Residential,390.14,0.0,493.0,05/08/2018,,,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0
Nagpur,P50500015447,PAVILLION,ANUKARAN CONSULTANCY PVT LTD,440018,"('21.148460199999999','79.095572300000001')",New Project,12/30/2025,,,Residential,4847.75,0.0,2000.0,10/25/2018,,1.0,120.0,114.0,0.0,0.0,0.0,6.0,0.0,0.0,27.0,0.0,30.0,0.0
Nagpur,P50500015333,GREEN VIEW RESIDENCY,N K ASSOCIATES,440033,"('19.207236600000002','72.834822099999997')",New Project,01/31/2020,,01/30/2022,Residential,786.98,50.0,786.48,02/13/2018,,,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,16.0,0.0
Nagpur,P50500015535,UDYOG VIHAR,ALLIANCE REALITIES,440008,"('19.373481999999999','72.886993000000004')",New Project,03/30/2023,,03/27/2024,Plots,16173.95,0.0,16173.95,02/16/2024,,,,,20.0,2081.26,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500015201,PRIME 9,M/S. IMPRESSA CENTRAL,440010,"('15.938980400000000','73.815439400000003')",New Project,03/31/2019,,,Others,505.0,0.0,1752.73,07/17/2018,,,10.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,7.0,0.0
Nagpur,P50500015285,Bloomdale Building 06,Mahindra Bebanco Developers Limited,441108,"('21.040847000000000','79.037812000000000')",New Project,12/30/2021,,06/30/2023,Residential,9543.31,1292.27,10616.37,07/02/2023,3.0,,126.0,126.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,82.0,44.0
Nagpur,P50500015440,MAHARSHEE MANOHAR,MAHARSHEE BUILDERS,440010,"('21.125486000000000','79.093776000000000')",New Project,02/28/2021,,,Residential,635.17,0.0,1075.66,09/29/2018,,,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,2.0,1.0
Nagpur,P50500017530,"AFFORDABLE HOUSING PROPOSED ON KH.NO.54,CITY SURVEY NO.173 LAYOUT PLAN NEAR SHESHNAGAR.",Nagpur Improvement Trust,440009,"('21.131000000000000','79.129000000000000')",New Project,12/31/2019,,12/30/2021,Residential,13365.21,1973.74,24671.87,06/30/2021,4.0,,454.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,38.0,4.0,71.0,1287.0
Nagpur,P50500016897,MAHALAXMI NAGAR 4,PADMALAXMI DEVELOPERS,441108,,New Project,12/30/2021,,,Plots,17043.0,2467.0,17043.0,02/04/2018,,,,,866.0,3619.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500017096,ShradhaYukti Appartment No 1,SHRIKRISHNA LAND DEVELOPERS,440034,,New Project,03/31/2019,,,Mixed (Plots & Buildings),395.19,0.0,474.0,12/03/2022,,,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0
Nagpur,P50500016147,KESAR GARDEN,YASH GOPAL GUPTA,440026,"('19.011618500000001','73.336973200000003')",New Project,02/01/2022,,,Plots,15800.0,830.0,15800.0,12/19/2021,,,,,6.0,512.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500027114,DHANBHOOMI 2,TIRUPATI DEVELOPERS,440023,,New Project,09/30/2023,,09/30/2024,Plots,19629.52,3676.82,0.0,01/31/2024,,,,,19.0,1813.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500015438,KUKREJA INFINITY,KUKREJA INFRASTRUCTURES,440001,"('21.155983000000000','79.078047000000000')",New Project,12/30/2023,,,Residential,2804.14,0.0,3478.1,10/21/2023,,,51.0,49.0,0.0,0.0,0.0,2.0,1.0,0.0,31.0,1.0,0.0,76.0
Nagpur,P50500015456,LAXMIPATI TOWER,SBM DEVELOPERS,441104,"('21.144677000000000','79.403491000000000')",New Project,05/31/2019,,11/30/2020,Others,1981.0,0.0,2852.0,06/17/2019,,,52.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500016892,MAHALAXMI NAGAR 5 - SURVEY NO 9,MAHALAXMI INFRA,441108,,New Project,02/29/2020,,,Plots,13059.0,2220.0,0.0,08/01/2021,,,,,77.0,13052.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500015613,LAVA 7 ESTATE,FAIR HOMES INFRAVENTURES PRIVATE LIMITED NAGPUR,440023,"('21.170473569750985','78.982602546362390')",New Project,04/01/2023,,03/31/2024,Residential,12100.0,3205.23,4993.73,03/21/2024,,,206.0,81.0,0.0,0.0,0.0,0.0,5.0,0.0,27.0,5.0,0.0,3.0
Nagpur,P50500015526,NIRMITI HEIGHTS,ANNAPURNA DEVELOPERS,440036,"('21.106014558859922','79.024696216916710')",New Project,02/11/2022,,02/11/2023,Residential,4136.95,812.0,8258.0,03/08/2022,,,252.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,22.0,41.0
Nagpur,P50500015502,DURVANKUR ENCLAVE,NIRAJ MADHUKAR RAHATE,440015,"('21.092602000000000','79.072602000000000')",New Project,12/30/2021,,,Residential,480.76,0.0,625.0,06/18/2018,,,12.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,7.0
Nagpur,P50500016182,HANS NAGARI,SHREE HANS KRUPA HOUSING LAND DEVELOPERS & BUILDERS,440026,"('19.187229400000000','72.840747300000004')",New Project,04/01/2024,,,Residential,8100.0,810.04,7246.45,04/10/2018,,,68.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,21.0,0.0,0.0,246.0
Nagpur,P50500015550,NAMDEOWADI-1,LAXMI BHAGWAN KSHIRSAGAR,440023,"('19.222073999999999','73.078895700000004')",New Project,03/30/2022,,,Residential,1102.0,0.0,1309.0,06/20/2018,,,25.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,1.0,0.0,1.0
Nagpur,P50500015680,GANGWANI GARDENS,Aaditya Lifespaces Infraventure Pvt Ltd,440026,"('21.195468000000000','79.155375000000000')",New Project,03/21/2018,,12/31/2025,Mixed (Plots & Buildings),8121.38,3049.32,8586.62,10/28/2022,,,84.0,46.0,0.0,0.0,0.0,0.0,35.0,0.0,110.0,5.0,0.0,5.0
Nagpur,P50500015614,Orchid Crown,Landmarks Orchid Homes Infraventures,440015,"('18.989400700000001','73.117516199999997')",New Project,09/30/2020,,,Residential,1355.0,1355.0,1694.0,07/31/2021,,,33.0,33.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,10.0,23.0
Nagpur,P50500016107,BAITUS SALEHEEN,Rainbow Constructions,440002,"('21.159183000000000','79.121307000000000')",New Project,12/31/2019,,,Residential,2201.0,200.0,2591.77,08/07/2018,,,40.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,1.0,1.0,1.0
Nagpur,P50500016144,EARTH HEIGHTS I,EARTH INFRA,440009,"('19.074105899999999','72.880418300000002')",New Project,09/30/2020,,12/30/2021,Residential,1599.0,1599.0,1621.84,01/10/2022,,,40.0,36.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,68.0,0.0,1.0
Nagpur,P50500015828,PRATEEK NAIDU INDUSTRIAL PARK,VIJAY PRABHAKARRAO NAIDU,440016,"('21.105783000000000','78.979903000000000')",New Project,01/05/2023,,,Plots,43838.0,40086.0,0.0,03/22/2018,,,,,77.0,36763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500016213,Elegant Infra,Elegant Infra,440027,"('18.999540700000001','72.839708900000005')",New Project,04/30/2022,,,Residential,499.55,0.0,649.3,08/14/2023,,,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0
Nagpur,P50500015746,Santoshi Apartment,Kavita Jayendra Ahirkar,440034,"('19.038945500000001','72.842054599999997')",New Project,09/30/2020,,,Residential,445.0,0.0,579.0,09/05/2023,,,11.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,4.0
Nagpur,P50500015877,AADITYA PREMIUM III PHASE 2,AADITYA INFRASTRUCTURES,441110,"('21.066120000000000','78.996515000000000')",New Project,03/17/2019,,,Plots,15041.56,1505.62,0.0,07/23/2020,,,,,53.0,8707.31,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500015866,NATH GAJANAN APARTMENT,AMBE BUILDER & DEVELOPERS,441108,"('20.932672000000000','79.003071000000000')",New Project,09/30/2020,,03/30/2022,Residential,459.0,0.0,550.8,10/12/2020,,,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,27.0,1.0,1.0
Nagpur,P50500017013,Radha Vatika,Shree Balaji Buildcon,440007,,New Project,12/31/2019,,,Residential,445.91,0.0,579.68,06/26/2018,,,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500016139,JAI UMIYA NAGARI,JAI UMIYA INFRA,440034,"('21.074706000000000','79.099057000000000')",New Project,12/30/2022,,,Residential,1793.16,0.0,2995.16,01/18/2023,,,41.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0
Nagpur,P50500015969,Nakshatra Height,NAKSHATRA INFRAVENTURE,440036,"('21.106195000000000','79.014703000000000')",New Project,09/30/2020,,03/30/2022,Residential,1845.0,0.0,2234.0,03/28/2018,,,42.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,2.0,22.0,2.0
Nagpur,P50500016203,A SINGAPORE LIFE CITY THE MILLENNIUM,SANJEEV ASHOK JAISWAL,440037,"('21.058530000000000','79.086219000000000')",New Project,04/15/2022,,08/23/2022,Residential,1935.03,0.0,3239.23,05/06/2023,,,35.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,1.0
Nagpur,P50500016003,SHRI RAM KUNJ,RAI UDYOG LIMITED,440008,"('21.155915000000000','79.119318000000000')",New Project,04/30/2019,,,Others,2600.0,132.0,2600.0,06/07/2018,,1.0,48.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0
Nagpur,P50500016170,Radhe Govind Niwas,SHRIVARI PROPERTIES,440010,"('21.137252900000000','79.058856000000006')",New Project,12/31/2019,,12/30/2021,Residential,381.6,0.0,681.07,09/19/2023,,,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,6.0,1.0
Nagpur,P50500016925,KANCHAN NAGARI,SHUBH INFRASTRUCTURE,441110,,New Project,01/01/2019,,,Plots,7712.53,1296.9,0.0,08/14/2021,,,,,50.0,7712.53,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500016307,Jayanti Nagari VII-Wing-C-D,Abhijit Realtors & Infraventures Pvt Ltd,440015,"('21.084483000000000','79.103860000000000')",New Project,05/30/2024,,,Residential,5556.11,2000.19,11267.5,03/11/2022,,1.0,156.0,95.0,0.0,0.0,0.0,0.0,2.0,0.0,52.0,2.0,92.0,23.0
Nagpur,P50500016422,Jayanti Nagari VII - Wing G-H,Abhijit Realtors & Infraventures Pvt Ltd,440034,"('21.086099000000000','79.104075000000000')",New Project,05/30/2024,,,Residential,5180.24,2000.09,10987.09,09/05/2022,,,188.0,160.0,0.0,0.0,0.0,0.0,2.0,0.0,48.0,2.0,99.0,40.0
Nagpur,P50500016295,Vinayak Apartments,Concept Infrastructures,441203,"('21.123031473295740','79.057484391403480')",New Project,03/30/2022,,,Others,1004.28,0.0,1405.99,05/18/2022,,,29.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,10.0
Nagpur,P50500017931,CHAFA,Mahalaxmi Realty and Infrastructures,440013,,On-Going Project,03/31/2021,03/30/2022,03/31/2024,Residential,712.05,0.0,712.0,02/10/2024,,,16.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,4.0,1.0
Nagpur,P50500016910,Pacific Town,Vijay Kailash Joshi,440015,,New Project,03/30/2023,,,Residential,3988.11,0.0,6474.41,06/02/2018,,,72.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0
Nagpur,P50500016600,KESHAO RUKHMINI APARTMENT,DELTA DEVELOPERS,440022,,New Project,12/30/2021,,,Residential,739.0,0.0,2455.76,08/27/2021,,,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,1.0
Nagpur,P50500016379,ANUPAMA-AMRAPALI HEIGHTS,JARRY PROFITS,440026,"('21.210779899999999','79.104043200000007')",New Project,12/30/2022,,,Residential,1090.5,0.0,1687.58,10/29/2023,,,32.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,16.0
Nagpur,P50500016325,RAI GALAXY,RAI UDYOG LIMITED,440026,"('18.981045099999999','72.826757900000004')",New Project,10/01/2020,,,Others,1360.0,0.0,4059.5,04/27/2018,,,63.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,1.0,1.0
Nagpur,P50500016860,SANSKRUTI SHALINI,SANSKRUTI INFRA,440010,,New Project,12/14/2023,,,Residential,747.86,747.86,1592.54,06/13/2018,,,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,10.0,8.0
Nagpur,P50500016364,Jayanti-Nagari VII-Wing-K-L,Abhijit Realtors & Infraventures Pvt Ltd,440034,"('21.086756000000000','79.104329000000000')",New Project,05/30/2024,,,Residential,5409.46,2000.03,14966.97,12/02/2022,,1.0,258.0,99.0,0.0,0.0,0.0,0.0,2.0,0.0,43.0,2.0,14.0,2.0
Nagpur,P50500016797,ABOLI APARTMENTS,KUSHAL CONSTRUCTIONS,440036,,New Project,11/09/2020,,,Residential,445.9,0.0,878.7,07/12/2022,,,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500016539,MRIDA MENSION,SHREE BALAJI BRICKS PRIVATE LIMITED,440027,,New Project,09/30/2022,,09/30/2025,Residential,397.47,0.0,397.47,10/13/2023,,,9.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,9.0,4.0
Nagpur,P50500016673,MAA KAUSHALYA HEIGHTS,MAA KAUSHALYA DEVELOPERS,440027,,New Project,12/02/2019,,01/31/2021,Residential,447.23,0.0,578.17,09/10/2018,,,10.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,19.0,14.0
Nagpur,P50500017092,vishranti appartment,rupraj shankar gauri,441203,,New Project,12/30/2023,,,Commercial,828.76,0.0,828.76,07/04/2018,,,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,3.0,0.0
Nagpur,P50500016581,SDPL Royale,SANDEEP DWELLERS PVT. LTD.,440008,"('21.139761405529377','79.140237734651240')",New Project,12/30/2021,,,Residential,1416.46,0.0,1767.34,09/06/2021,,,18.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,39.0,12.0
Nagpur,P50500016634,NIRMAN HORIZON,nirman superstructures,440022,,New Project,12/30/2022,,,Residential,1214.58,0.0,1.0,05/15/2018,,,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500016557,HIMALAYA SUNSHINE APARTMENT II,HIMALAYA INFRAPROJECTS SUNSHINE UNIT II,440023,,New Project,06/30/2021,,06/30/2022,Residential,4484.89,0.0,11100.0,06/17/2021,,,128.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,1.0,74.0,57.0
Nagpur,P50500016904,Sai Arcade,Sai Realtors,440027,,New Project,12/29/2019,,12/28/2020,Others,445.92,0.0,720.13,10/12/2022,,,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
Nagpur,P50500016976,WONDER TOWER,ARJUN MADHAORAOJI SHAHANE,440024,,New Project,11/25/2020,,,Residential,796.0,796.0,1034.0,06/22/2018,,,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Nagpur,P50500016788,PIONEER ORION PHASE II,PIONEER INFRASTRUCTURES COMPANY PRIVATE LIMITED,440022,,New Project,03/31/2019,,,Plots,1444.0,0.0,0.0,10/06/2018,,,,,3.0,316.05,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500016644,BALAJI CORPORATE PARK,BALAJI BUILDCRAFT INFRA PRIVATE LIMITED,440010,"('21.118480770754584','79.056839114843800')",New Project,12/31/2019,,,Commercial,410.3,0.0,491.64,06/22/2021,,,11.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,2.0,6.0
Nagpur,P50500016809,GREENFIELD 2,L G DEVELOPERS AND BUILDERS,441110,,New Project,03/30/2024,,,Residential,10191.0,0.0,12228.0,02/14/2023,,,192.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,27.0,0.0,0.0,0.0
Nagpur,P50500016748,NemiNagar,Shree Maya Real Estate Pvt. Ltd.,440026,,New Project,05/28/2021,,06/25/2024,Plots,8169.43,2619.24,8169.42,01/31/2024,,,,,14.0,1417.04,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500016852,MHDC JV Wanadongri Nagpur PMAY Project Phase 2,MAHARASHTRA HOUSING DEVELOPMENT CORPORATION LIMITED,441110,,New Project,12/30/2021,,11/04/2025,Others,1814.0,3086.0,7329.0,01/02/2023,,4.0,120.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,2.0,60.0,60.0
Nagpur,P50500016768,NEERAV NIVAS,RAMDEO REALTORS,440010,,New Project,12/30/2021,,,Residential,518.8,0.0,718.8,02/27/2020,,,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,1.0
Nagpur,P50500016718,GOPAL ENCLAVE,ANIL VANDEO PATIL,440023,,New Project,12/30/2021,,,Others,651.46,0.0,642.67,05/29/2018,,,15.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0
Nagpur,P50500017875,Mapple Residency,Anita Rakesh Patni,441501,,New Project,03/30/2022,,03/31/2026,Plots,7923.47,3151.7,0.0,08/31/2022,,,,,5.0,516.5699999999999,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500017161,SKYLINE SIGNATURE,M.S. Associate Builders,440013,"('21.148373000000000','79.071588499999960')",New Project,06/30/2023,,,Residential,1249.9,0.0,1936.82,07/11/2018,,,32.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,8.0
Nagpur,P50500017076,SIDDHI VINAYAK REGENCY,ARJUN  SHAHANE,440034,,New Project,12/31/2019,,,Residential,509.12,0.0,500.03,07/04/2018,,,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
Nagpur,P50500016949,Construction of 288 EWS & 36 LIG Flats at Beltarodi nagpur.,MHADA(Nagpur Board),440005,,New Project,12/31/2023,,,Residential,8775.0,878.0,10024.14,11/09/2020,,,504.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,70.0,7.0,1.0,6.0
Nagpur,P50500016930,CREATIVE HOME MEADOWS,DEVRAJ  DHAWAN,440013,,New Project,06/30/2022,,,Residential,1391.0,1391.0,2255.0,06/18/2018,,,40.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,40.0,0.0
Nagpur,P50500017018,SHIVTHIRTH NAGAR 3,ASHISH KALODE & OTHERS,441304,,New Project,12/30/2020,,,Plots,39582.0,7183.0,39582.0,02/17/2022,,,,,6939.0,8016.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500016984,Construction of 264 flats under EWS and 32 flats under MIG at chikhali D Nagpur,MHADA(Nagpur Board),440002,,On-Going Project,12/31/2021,06/30/2022,,Residential,8020.74,1160.61,14230.09,08/23/2021,,,286.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,25.0,2.0,320.0,2.0
Nagpur,P50500017212,ARCADIA,SUNIL  BABDE,411122,,New Project,12/31/2019,,,Plots,9939.91,1005.28,7993.92,07/07/2023,,,,,4.0,725.08,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500017049,CROSS WIND,UNIVERSAL HOUSE PVT. LTD.,440010,,New Project,12/30/2022,,,Others,1004.0,0.0,2382.11,10/11/2021,,,12.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,54.0,28.0
Nagpur,P50500017318,MAHALAKSHMI NAGAR,SHREE MAHALAKSHMI BUILDERS,441108,,New Project,12/30/2024,,,Plots,18644.87,3115.18,0.0,02/09/2019,,,,,40.0,1563.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500017257,WOODLAND APARTMENTS,NILESH GOVIND HARKARE,441110,,New Project,12/30/2021,,12/31/2024,Residential,1151.5,17.35,1381.27,02/21/2023,,,28.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
Nagpur,P50500018668,"PMAY KH NO 43, 44/2 MZ WATHODA",Nagpur Improvement Trust,440009,"('21.137342300000000','79.132004180000000')",New Project,12/30/2023,,,Others,7095.57,0.0,10836.31,09/14/2021,,,269.0,212.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,74.0,0.0
Nagpur,P50500017215,Bloomdale Row House 11 55 to 60,Mahindra Bebanco Developers Limited,441108,,New Project,05/31/2020,,05/30/2022,Residential,927.99,104.59,788.61,07/02/2023,,,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,9.0,0.0
Nagpur,P50500017289,PIONEER ETERNITY,LIFESTYLE VENTURES,440014,,New Project,03/30/2021,,06/30/2022,Residential,1161.22,0.0,2637.0,01/05/2023,,,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,12.0,12.0
Nagpur,P50500017236,Bloomdale Duplex 08 13 to 14,Mahindra Bebanco Developers Limited,441108,,New Project,02/28/2020,,02/27/2022,Residential,1255.79,170.05,1483.66,07/02/2023,,,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,12.0,0.0
Nagpur,P50500017735,RAJATBHOOMI - 2,TIRUPATI DEVELOPERS,441108,,New Project,12/31/2019,,09/30/2025,Plots,4885.81,600.87,0.0,01/22/2024,,,,,2.0,1156.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500017744,RAJATBHOOMI - 3,TIRUPATI DEVELOPERS,441108,,New Project,12/31/2019,,03/31/2027,Plots,14527.38,2634.44,0.0,01/10/2024,,,,,19.0,1195.08,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500018095,RAJATBHOOMI - 5,TIRUPATI DEVELOPERS,441108,,New Project,12/31/2019,,09/30/2025,Plots,7492.12,1373.1,0.0,01/31/2024,,,,,6.0,565.47,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500017852,RAJATBHOOMI - 6,TIRUPATI DEVELOPERS,441108,,New Project,12/31/2019,,09/30/2025,Plots,4670.45,812.28,0.0,01/31/2024,,,,,7.0,827.46,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
